# Trust Score Evolution for cifar10_complete_gradient_n10_trust
# Format: Round,Node,Neighbor,Trust_Score
# Generated at: Tue Jul 15 05:11:48 UTC 2025

22,5,0,0.040684356952502956
22,5,1,1.0
22,5,2,1.0
22,5,3,1.0
22,5,4,1.0
22,5,6,1.0
22,5,7,1.0
22,5,8,1.0
22,5,9,1.0
22,6,0,0.04691586660363673
22,6,1,1.0
22,6,2,1.0
22,6,3,1.0
22,6,4,1.0
22,6,5,1.0
22,6,7,1.0
22,6,8,1.0
22,6,9,1.0
22,7,0,0.04679296107905505
22,7,1,1.0
22,7,2,1.0
22,7,3,1.0
22,7,4,1.0
22,7,5,1.0
22,7,6,1.0
22,7,8,1.0
22,7,9,1.0
22,8,0,0.9541804418955013
22,8,1,1.0
22,8,2,1.0
22,8,3,1.0
22,8,4,1.0
22,8,5,1.0
22,8,6,1.0
22,8,7,1.0
22,8,9,1.0
22,9,0,0.9541804418955013
22,9,1,1.0
22,9,2,1.0
22,9,3,1.0
22,9,4,1.0
22,9,5,1.0
22,9,6,1.0
22,9,7,0.11886598822006406
22,9,8,1.0
23,2,0,0.9584615425999697
23,2,1,0.9494685942584065
23,2,3,1.0
23,2,4,1.0
23,2,5,1.0
23,2,6,1.0
23,2,7,0.20642733642154196
23,2,8,1.0
23,2,9,1.0
23,3,0,0.9584615425999697
23,3,1,0.9494685942584065
23,3,2,1.0
23,3,4,1.0
23,3,5,1.0
23,3,6,1.0
23,3,7,0.018850850841213924
23,3,8,1.0
23,3,9,1.0
23,5,0,0.06027328896062937
23,5,1,0.9494685942584065
23,5,2,1.0
23,5,3,1.0
23,5,4,1.0
23,5,6,1.0
23,5,7,1.0
23,5,8,1.0
23,5,9,1.0
23,6,0,0.06644107219432248
23,6,1,0.9494685942584065
23,6,2,1.0
23,6,3,1.0
23,6,4,1.0
23,6,5,1.0
23,6,7,1.0
23,6,8,1.0
23,6,9,1.0
23,7,0,0.06631942557133778
23,7,1,0.9494685942584065
23,7,2,1.0
23,7,3,1.0
23,7,4,1.0
23,7,5,1.0
23,7,6,1.0
23,7,8,1.0
23,7,9,1.0
23,8,0,0.9584615425999697
23,8,1,0.9494685942584065
23,8,2,1.0
23,8,3,1.0
23,8,4,1.0
23,8,5,1.0
23,8,6,1.0
23,8,7,1.0
23,8,9,1.0
23,9,0,0.9584615425999697
23,9,1,0.9494685942584065
23,9,2,1.0
23,9,3,1.0
23,9,4,1.0
23,9,5,1.0
23,9,6,1.0
23,9,7,0.011886598822006406
23,9,8,1.0
24,2,0,0.9625377397198368
24,2,1,0.16501379871639474
24,2,3,1.0
24,2,4,0.5588235294117647
24,2,5,1.0
24,2,6,1.0
24,2,7,0.020642733642154198
24,2,8,1.0
24,2,9,1.0
24,3,0,0.9625377397198368
24,3,1,0.16501379871639474
24,3,2,1.0
24,3,4,0.5588235294117647
24,3,5,1.0
24,3,6,1.0
24,3,7,0.038661445472963754
24,3,8,1.0
24,3,9,1.0
24,5,0,0.07966118942498468
24,5,1,0.16501379871639474
24,5,2,1.0
24,5,3,1.0
24,5,4,0.5588235294117647
24,5,6,1.0
24,5,7,1.0
24,5,8,1.0
24,5,9,1.0
24,6,0,0.08576524283945682
24,6,1,0.16501379871639474
24,6,2,1.0
24,6,3,1.0
24,6,4,0.5588235294117647
24,6,5,1.0
24,6,7,1.0
24,6,8,1.0
24,6,9,1.0
24,7,0,0.08564485518548778
24,7,1,0.16501379871639474
24,7,2,1.0
24,7,3,1.0
24,7,4,0.5588235294117647
24,7,5,1.0
24,7,6,1.0
24,7,8,1.0
24,7,9,1.0
24,8,0,0.9625377397198368
24,8,1,0.16501379871639474
24,8,2,1.0
24,8,3,1.0
24,8,4,0.5588235294117647
24,8,5,1.0
24,8,6,1.0
24,8,7,1.0
24,8,9,1.0
24,9,0,0.9625377397198368
24,9,1,0.16501379871639474
24,9,2,1.0
24,9,3,1.0
24,9,4,0.5588235294117647
24,9,5,1.0
24,9,6,1.0
24,9,7,0.03176737749064004
24,9,8,1.0
25,2,0,0.9664087737047129
25,2,1,0.017255573667772025
25,2,3,1.0
25,2,4,0.13079521529323437
25,2,5,1.0
25,2,6,1.0
25,2,7,0.0020642733642154197
25,2,8,1.0
25,2,9,1.0
25,3,0,0.9664087737047129
25,3,1,0.017255573667772025
25,3,2,1.0
25,3,4,0.13079521529323437
25,3,5,1.0
25,3,6,1.0
25,3,7,0.0038661445472963755
25,3,8,1.0
25,3,9,1.0
25,5,0,0.09884804753750552
25,5,1,0.017255573667772025
25,5,2,1.0
25,5,3,1.0
25,5,4,0.13079521529323437
25,5,6,1.0
25,5,7,1.0
25,5,8,1.0
25,5,9,1.0
25,6,0,0.10488836765901018
25,6,1,0.017255573667772025
25,6,2,1.0
25,6,3,1.0
25,6,4,0.13079521529323437
25,6,5,1.0
25,6,7,1.0
25,6,8,1.0
25,6,9,1.0
25,7,0,0.1047692390429041
25,7,1,0.017255573667772025
25,7,2,1.0
25,7,3,1.0
25,7,4,0.13079521529323437
25,7,5,1.0
25,7,6,1.0
25,7,8,1.0
25,7,9,1.0
25,8,0,0.9664087737047129
25,8,1,0.017255573667772025
25,8,2,1.0
25,8,3,1.0
25,8,4,0.13079521529323437
25,8,5,1.0
25,8,6,1.0
25,8,7,1.0
25,8,9,1.0
25,9,0,0.9664087737047129
25,9,1,0.017255573667772025
25,9,2,1.0
25,9,3,1.0
25,9,4,0.13079521529323437
25,9,5,1.0
25,9,6,1.0
25,9,7,0.05144713991308165
25,9,8,1.0
26,2,0,0.13501299044404078
26,2,1,0.0017255573667772025
26,2,3,1.0
26,2,4,0.013079521529323438
26,2,5,1.0
26,2,6,1.0
26,2,7,0.00020642733642154199
26,2,8,1.0
26,2,9,1.0
26,3,0,0.13501299044404078
26,3,1,0.0017255573667772025
26,3,2,1.0
26,3,4,0.013079521529323438
26,3,5,1.0
26,3,6,1.0
26,3,7,0.0003866144547296376
26,3,8,1.0
26,3,9,1.0
26,5,0,0.009884804753750552
26,5,1,0.0017255573667772025
26,5,2,1.0
26,5,3,1.0
26,5,4,0.013079521529323438
26,5,6,1.0
26,5,7,1.0
26,5,8,1.0
26,5,9,1.0
26,6,0,0.010488836765901018
26,6,1,0.0017255573667772025
26,6,2,1.0
26,6,3,1.0
26,6,4,0.013079521529323438
26,6,5,1.0
26,6,7,1.0
26,6,8,1.0
26,6,9,1.0
26,7,0,0.01047692390429041
26,7,1,0.0017255573667772025
26,7,2,1.0
26,7,3,1.0
26,7,4,0.013079521529323438
26,7,5,1.0
26,7,6,1.0
26,7,8,1.0
26,7,9,1.0
26,8,0,0.13501299044404078
26,8,1,0.0017255573667772025
26,8,2,1.0
26,8,3,1.0
26,8,4,0.013079521529323438
26,8,5,1.0
26,8,6,1.0
26,8,7,1.0
26,8,9,1.0
26,9,0,0.13501299044404078
26,9,1,0.0017255573667772025
26,9,2,1.0
26,9,3,1.0
26,9,4,0.013079521529323438
26,9,5,1.0
26,9,6,1.0
26,9,7,0.070925875601898
26,9,8,1.0
27,2,0,0.013501299044404079
27,2,1,0.00017255573667772025
27,2,3,1.0
27,2,4,0.001307952152932344
27,2,5,1.0
27,2,6,1.0
27,2,7,2.06427336421542e-05
27,2,8,1.0
27,2,9,1.0
27,3,0,0.013501299044404079
27,3,1,0.00017255573667772025
27,3,2,1.0
27,3,4,0.001307952152932344
27,3,5,1.0
27,3,6,1.0
27,3,7,0.020382747936433264
27,3,8,1.0
27,3,9,1.0
27,5,0,0.0009884804753750552
27,5,1,0.00017255573667772025
27,5,2,1.0
27,5,3,1.0
27,5,4,0.001307952152932344
27,5,6,1.0
27,5,7,1.0
27,5,8,1.0
27,5,9,1.0
27,6,0,0.0010488836765901019
27,6,1,0.00017255573667772025
27,6,2,1.0
27,6,3,1.0
27,6,4,0.001307952152932344
27,6,5,1.0
27,6,7,1.0
27,6,8,1.0
27,6,9,1.0
27,7,0,0.0010476923904290411
27,7,1,0.00017255573667772025
27,7,2,1.0
27,7,3,1.0
27,7,4,0.001307952152932344
27,7,5,1.0
27,7,6,1.0
27,7,8,1.0
27,7,9,1.0
27,8,0,0.013501299044404079
27,8,1,0.00017255573667772025
27,8,2,1.0
27,8,3,1.0
27,8,4,0.001307952152932344
27,8,5,1.0
27,8,6,1.0
27,8,7,1.0
27,8,9,1.0
27,9,0,0.013501299044404079
27,9,1,0.00017255573667772025
27,9,2,1.0
27,9,3,1.0
27,9,4,0.001307952152932344
27,9,5,1.0
27,9,6,1.0
27,9,7,0.09020357385037263
27,9,8,1.0
28,2,0,0.001350129904440408
28,2,1,1.7255573667772025e-05
28,2,3,1.0
28,2,4,0.0001307952152932344
28,2,5,1.0
28,2,6,1.0
28,2,7,2.0642733642154198e-06
28,2,8,1.0
28,2,9,1.0
28,3,0,0.001350129904440408
28,3,1,1.7255573667772025e-05
28,3,2,1.0
28,3,4,0.0001307952152932344
28,3,5,1.0
28,3,6,1.0
28,3,7,0.04017787109405538
28,3,8,1.0
28,3,9,1.0
28,5,0,9.884804753750552e-05
28,5,1,1.7255573667772025e-05
28,5,2,1.0
28,5,3,1.0
28,5,4,0.0001307952152932344
28,5,6,1.0
28,5,7,1.0
28,5,8,1.0
28,5,9,1.0
28,6,0,0.0001048883676590102
28,6,1,1.7255573667772025e-05
28,6,2,1.0
28,6,3,1.0
28,6,4,0.0001307952152932344
28,6,5,1.0
28,6,7,1.0
28,6,8,1.0
28,6,9,1.0
28,7,0,0.00010476923904290412
28,7,1,1.7255573667772025e-05
28,7,2,1.0
28,7,3,1.0
28,7,4,0.0001307952152932344
28,7,5,1.0
28,7,6,1.0
28,7,8,1.0
28,7,9,1.0
28,8,0,0.001350129904440408
28,8,1,1.7255573667772025e-05
28,8,2,1.0
28,8,3,1.0
28,8,4,0.0001307952152932344
28,8,5,1.0
28,8,6,1.0
28,8,7,1.0
28,8,9,1.0
28,9,0,0.001350129904440408
28,9,1,1.7255573667772025e-05
28,9,2,1.0
28,9,3,1.0
28,9,4,0.0001307952152932344
28,9,5,1.0
28,9,6,1.0
28,9,7,0.10928022372554336
28,9,8,1.0
29,2,0,0.0001350129904440408
29,2,1,1.7255573667772025e-06
29,2,3,1.0
29,2,4,1.307952152932344e-05
29,2,5,1.0
29,2,6,1.0
29,2,7,0.02000204363061994
29,2,8,1.0
29,2,9,1.0
29,3,0,0.0001350129904440408
29,3,1,1.7255573667772025e-06
29,3,2,1.0
29,3,4,1.307952152932344e-05
29,3,5,1.0
29,3,6,1.0
29,3,7,0.05977197356297134
29,3,8,1.0
29,3,9,1.0
29,5,0,9.884804753750552e-06
29,5,1,1.7255573667772025e-06
29,5,2,1.0
29,5,3,1.0
29,5,4,1.307952152932344e-05
29,5,6,1.0
29,5,7,1.0
29,5,8,1.0
29,5,9,1.0
29,6,0,1.048883676590102e-05
29,6,1,1.7255573667772025e-06
29,6,2,1.0
29,6,3,1.0
29,6,4,1.307952152932344e-05
29,6,5,1.0
29,6,7,1.0
29,6,8,1.0
29,6,9,1.0
29,7,0,1.0476923904290414e-05
29,7,1,1.7255573667772025e-06
29,7,2,1.0
29,7,3,1.0
29,7,4,1.307952152932344e-05
29,7,5,1.0
29,7,6,1.0
29,7,8,1.0
29,7,9,1.0
29,8,0,0.0001350129904440408
29,8,1,1.7255573667772025e-06
29,8,2,1.0
29,8,3,1.0
29,8,4,1.307952152932344e-05
29,8,5,1.0
29,8,6,1.0
29,8,7,1.0
29,8,9,1.0
29,9,0,0.0001350129904440408
29,9,1,1.7255573667772025e-06
29,9,2,1.0
29,9,3,1.0
29,9,4,1.307952152932344e-05
29,9,5,1.0
29,9,6,1.0
29,9,7,0.1281558140609417
29,9,8,1.0
30,2,0,1.350129904440408e-05
30,2,1,1.7255573667772027e-07
30,2,3,1.0
30,2,4,1.307952152932344e-06
30,2,5,1.0
30,2,6,1.0
30,2,7,0.039801012860045816
30,2,8,1.0
30,2,9,1.0
30,3,0,1.350129904440408e-05
30,3,1,1.7255573667772027e-07
30,3,2,1.0
30,3,4,1.307952152932344e-06
30,3,5,1.0
30,3,6,1.0
30,3,7,0.07916504476314003
30,3,8,1.0
30,3,9,1.0
30,5,0,9.884804753750553e-07
30,5,1,1.7255573667772027e-07
30,5,2,1.0
30,5,3,1.0
30,5,4,1.307952152932344e-06
30,5,6,1.0
30,5,7,1.0
30,5,8,1.0
30,5,9,1.0
30,6,0,1.0488836765901021e-06
30,6,1,1.7255573667772027e-07
30,6,2,1.0
30,6,3,1.0
30,6,4,1.307952152932344e-06
30,6,5,1.0
30,6,7,1.0
30,6,8,1.0
30,6,9,1.0
30,7,0,1.0476923904290413e-06
30,7,1,1.7255573667772027e-07
30,7,2,1.0
30,7,3,1.0
30,7,4,1.307952152932344e-06
30,7,5,1.0
30,7,6,1.0
30,7,8,1.0
30,7,9,1.0
30,8,0,1.350129904440408e-05
30,8,1,1.7255573667772027e-07
30,8,2,1.0
30,8,3,1.0
30,8,4,1.307952152932344e-06
30,8,5,1.0
30,8,6,1.0
30,8,7,1.0
30,8,9,1.0
30,9,0,1.350129904440408e-05
30,9,1,1.7255573667772027e-07
30,9,2,1.0
30,9,3,1.0
30,9,4,1.307952152932344e-06
30,9,5,1.0
30,9,6,1.0
30,9,7,0.14683033344901764
30,9,8,1.0
31,2,0,1.350129904440408e-06
31,2,1,1.7255573667772028e-08
31,2,3,1.0
31,2,4,1.307952152932344e-07
31,2,5,1.0
31,2,6,1.0
31,2,7,0.05939896160107436
31,2,8,1.0
31,2,9,1.0
31,3,0,1.350129904440408e-06
31,3,1,1.7255573667772028e-08
31,3,2,1.0
31,3,4,1.307952152932344e-07
31,3,5,1.0
31,3,6,1.0
31,3,7,0.09835707389230572
31,3,8,1.0
31,3,9,1.0
31,5,0,9.884804753750553e-08
31,5,1,1.7255573667772028e-08
31,5,2,1.0
31,5,3,1.0
31,5,4,1.307952152932344e-07
31,5,6,1.0
31,5,7,1.0
31,5,8,1.0
31,5,9,1.0
31,6,0,1.0488836765901022e-07
31,6,1,1.7255573667772028e-08
31,6,2,1.0
31,6,3,1.0
31,6,4,1.307952152932344e-07
31,6,5,1.0
31,6,7,1.0
31,6,8,1.0
31,6,9,1.0
31,7,0,1.0476923904290413e-07
31,7,1,1.7255573667772028e-08
31,7,2,1.0
31,7,3,1.0
31,7,4,1.307952152932344e-07
31,7,5,1.0
31,7,6,1.0
31,7,8,1.0
31,7,9,1.0
31,8,0,1.350129904440408e-06
31,8,1,1.7255573667772028e-08
31,8,2,1.0
31,8,3,1.0
31,8,4,1.307952152932344e-07
31,8,5,1.0
31,8,6,1.0
31,8,7,1.0
31,8,9,1.0
31,9,0,1.350129904440408e-06
31,9,1,1.7255573667772028e-08
31,9,2,1.0
31,9,3,1.0
31,9,4,1.307952152932344e-07
31,9,5,1.0
31,9,6,1.0
31,9,7,0.16530377023323278
31,9,8,1.0
32,2,0,1.350129904440408e-07
32,2,1,1.7255573667772029e-09
32,2,3,1.0
32,2,4,1.307952152932344e-08
32,2,5,1.0
32,2,6,1.0
32,2,7,0.07879587927784895
32,2,8,1.0
32,2,9,1.0
32,3,0,1.350129904440408e-07
32,3,1,1.7255573667772029e-09
32,3,2,1.0
32,3,4,1.307952152932344e-08
32,3,5,1.0
32,3,6,1.0
32,3,7,0.11734804991891053
32,3,8,1.0
32,3,9,1.0
32,5,0,9.884804753750555e-09
32,5,1,1.7255573667772029e-09
32,5,2,1.0
32,5,3,1.0
32,5,4,1.307952152932344e-08
32,5,6,1.0
32,5,7,1.0
32,5,8,1.0
32,5,9,1.0
32,6,0,1.0488836765901023e-08
32,6,1,1.7255573667772029e-09
32,6,2,1.0
32,6,3,1.0
32,6,4,1.307952152932344e-08
32,6,5,1.0
32,6,7,1.0
32,6,8,1.0
32,6,9,1.0
32,7,0,1.0476923904290414e-08
32,7,1,1.7255573667772029e-09
32,7,2,1.0
32,7,3,1.0
32,7,4,1.307952152932344e-08
32,7,5,1.0
32,7,6,1.0
32,7,8,1.0
32,7,9,1.0
32,8,0,1.350129904440408e-07
32,8,1,1.7255573667772029e-09
32,8,2,1.0
32,8,3,1.0
32,8,4,1.307952152932344e-08
32,8,5,1.0
32,8,6,1.0
32,8,7,1.0
32,8,9,1.0
32,9,0,1.350129904440408e-07
32,9,1,1.7255573667772029e-09
32,9,2,1.0
32,9,3,1.0
32,9,4,1.307952152932344e-08
32,9,5,1.0
32,9,6,1.0
32,9,7,0.18357611249980352
32,9,8,1.0
33,2,0,1.3501299044404082e-08
33,2,1,1.7255573667772029e-10
33,2,3,1.0
33,2,4,1.3079521529323442e-09
33,2,5,1.0
33,2,6,1.0
33,2,7,0.09799175509243113
33,2,8,1.0
33,2,9,1.0
33,3,0,1.3501299044404082e-08
33,3,1,1.7255573667772029e-10
33,3,2,1.0
33,3,4,1.3079521529323442e-09
33,3,5,1.0
33,3,6,1.0
33,3,7,0.13613796157470168
33,3,8,1.0
33,3,9,1.0
33,5,0,9.884804753750555e-10
33,5,1,1.7255573667772029e-10
33,5,2,1.0
33,5,3,1.0
33,5,4,1.3079521529323442e-09
33,5,6,1.0
33,5,7,1.0
33,5,8,1.0
33,5,9,1.0
33,6,0,1.0488836765901023e-09
33,6,1,1.7255573667772029e-10
33,6,2,1.0
33,6,3,1.0
33,6,4,1.3079521529323442e-09
33,6,5,1.0
33,6,7,1.0
33,6,8,1.0
33,6,9,1.0
33,7,0,1.0476923904290414e-09
33,7,1,1.7255573667772029e-10
33,7,2,1.0
33,7,3,1.0
33,7,4,1.3079521529323442e-09
33,7,5,1.0
33,7,6,1.0
33,7,8,1.0
33,7,9,1.0
33,8,0,1.3501299044404082e-08
33,8,1,1.7255573667772029e-10
33,8,2,1.0
33,8,3,1.0
33,8,4,1.3079521529323442e-09
33,8,5,1.0
33,8,6,1.0
33,8,7,1.0
33,8,9,1.0
33,9,0,1.3501299044404082e-08
33,9,1,1.7255573667772029e-10
33,9,2,1.0
33,9,3,1.0
33,9,4,1.3079521529323442e-09
33,9,5,1.0
33,9,6,1.0
33,9,7,0.20164734806907433
33,9,8,1.0
34,2,0,1.3501299044404082e-09
34,2,1,1.725557366777203e-11
34,2,3,1.0
34,2,4,1.3079521529323443e-10
34,2,5,1.0
34,2,6,1.0
34,2,7,0.11698657801771864
34,2,8,1.0
34,2,9,1.0
34,3,0,1.3501299044404082e-09
34,3,1,1.725557366777203e-11
34,3,2,1.0
34,3,4,1.3079521529323443e-10
34,3,5,1.0
34,3,6,1.0
34,3,7,0.15472679734701728
34,3,8,1.0
34,3,9,1.0
34,5,0,9.884804753750556e-11
34,5,1,1.725557366777203e-11
34,5,2,1.0
34,5,3,1.0
34,5,4,1.3079521529323443e-10
34,5,6,1.0
34,5,7,1.0
34,5,8,1.0
34,5,9,1.0
34,6,0,1.0488836765901023e-10
34,6,1,1.725557366777203e-11
34,6,2,1.0
34,6,3,1.0
34,6,4,1.3079521529323443e-10
34,6,5,1.0
34,6,7,1.0
34,6,8,1.0
34,6,9,1.0
34,7,0,1.0476923904290415e-10
34,7,1,1.725557366777203e-11
34,7,2,1.0
34,7,3,1.0
34,7,4,1.3079521529323443e-10
34,7,5,1.0
34,7,6,1.0
34,7,8,1.0
34,7,9,1.0
34,8,0,1.3501299044404082e-09
34,8,1,1.725557366777203e-11
34,8,2,1.0
34,8,3,1.0
34,8,4,1.3079521529323443e-10
34,8,5,1.0
34,8,6,1.0
34,8,7,1.0
34,8,9,1.0
34,9,0,1.3501299044404082e-09
34,9,1,1.725557366777203e-11
34,9,2,1.0
34,9,3,1.0
34,9,4,1.3079521529323443e-10
34,9,5,1.0
34,9,6,1.0
34,9,7,0.2195174644865007
34,9,8,1.0
35,2,0,1.3501299044404083e-10
35,2,1,1.725557366777203e-12
35,2,3,1.0
35,2,4,1.3079521529323443e-11
35,2,5,1.0
35,2,6,1.0
35,2,7,0.1357803367900588
35,2,8,1.0
35,2,9,1.0
35,3,0,1.3501299044404083e-10
35,3,1,1.725557366777203e-12
35,3,2,1.0
35,3,4,1.3079521529323443e-11
35,3,5,1.0
35,3,6,1.0
35,3,7,0.17311454547073252
35,3,8,1.0
35,3,9,1.0
35,5,0,9.884804753750557e-12
35,5,1,1.725557366777203e-12
35,5,2,1.0
35,5,3,1.0
35,5,4,1.3079521529323443e-11
35,5,6,1.0
35,5,7,1.0
35,5,8,1.0
35,5,9,1.0
35,6,0,1.0488836765901023e-11
35,6,1,1.725557366777203e-12
35,6,2,1.0
35,6,3,1.0
35,6,4,1.3079521529323443e-11
35,6,5,1.0
35,6,7,1.0
35,6,8,1.0
35,6,9,1.0
35,7,0,1.0476923904290415e-11
35,7,1,1.725557366777203e-12
35,7,2,1.0
35,7,3,1.0
35,7,4,1.3079521529323443e-11
35,7,5,1.0
35,7,6,1.0
35,7,8,1.0
35,7,9,1.0
35,8,0,1.3501299044404083e-10
35,8,1,1.725557366777203e-12
35,8,2,1.0
35,8,3,1.0
35,8,4,1.3079521529323443e-11
35,8,5,1.0
35,8,6,1.0
35,8,7,1.0
35,8,9,1.0
35,9,0,1.3501299044404083e-10
35,9,1,1.725557366777203e-12
35,9,2,1.0
35,9,3,1.0
35,9,4,1.3079521529323443e-11
35,9,5,1.0
35,9,6,1.0
35,9,7,0.2371864490132187
35,9,8,1.0
36,2,0,1.3501299044404083e-11
36,2,1,1.725557366777203e-13
36,2,3,1.0
36,2,4,1.3079521529323443e-12
36,2,5,1.0
36,2,6,1.0
36,2,7,0.1543730199015405
36,2,8,1.0
36,2,9,1.0
36,3,0,1.3501299044404083e-11
36,3,1,1.725557366777203e-13
36,3,2,1.0
36,3,4,1.3079521529323443e-12
36,3,5,1.0
36,3,6,1.0
36,3,7,0.19130119391984782
36,3,8,1.0
36,3,9,1.0
36,5,0,9.884804753750556e-13
36,5,1,1.725557366777203e-13
36,5,2,1.0
36,5,3,1.0
36,5,4,1.3079521529323443e-12
36,5,6,1.0
36,5,7,1.0
36,5,8,1.0
36,5,9,1.0
36,6,0,1.0488836765901024e-12
36,6,1,1.725557366777203e-13
36,6,2,1.0
36,6,3,1.0
36,6,4,1.3079521529323443e-12
36,6,5,1.0
36,6,7,1.0
36,6,8,1.0
36,6,9,1.0
36,7,0,1.0476923904290416e-12
36,7,1,1.725557366777203e-13
36,7,2,1.0
36,7,3,1.0
36,7,4,1.3079521529323443e-12
36,7,5,1.0
36,7,6,1.0
36,7,8,1.0
36,7,9,1.0
36,8,0,1.3501299044404083e-11
36,8,1,1.725557366777203e-13
36,8,2,1.0
36,8,3,1.0
36,8,4,1.3079521529323443e-12
36,8,5,1.0
36,8,6,1.0
36,8,7,1.0
36,8,9,1.0
36,9,0,1.3501299044404083e-11
36,9,1,1.725557366777203e-13
36,9,2,1.0
36,9,3,1.0
36,9,4,1.3079521529323443e-12
36,9,5,1.0
36,9,6,1.0
36,9,7,0.254654288616178
36,9,8,1.0
37,2,0,1.3501299044404085e-12
37,2,1,1.7255573667772033e-14
37,2,3,1.0
37,2,4,1.3079521529323443e-13
37,2,5,1.0
37,2,6,1.0
37,2,7,0.17276461559194717
37,2,8,1.0
37,2,9,1.0
37,3,0,1.3501299044404085e-12
37,3,1,1.7255573667772033e-14
37,3,2,1.0
37,3,4,1.3079521529323443e-13
37,3,5,1.0
37,3,6,1.0
37,3,7,0.2092867303986983
37,3,8,1.0
37,3,9,1.0
37,5,0,9.884804753750557e-14
37,5,1,1.7255573667772033e-14
37,5,2,1.0
37,5,3,1.0
37,5,4,1.3079521529323443e-13
37,5,6,1.0
37,5,7,1.0
37,5,8,1.0
37,5,9,1.0
37,6,0,1.0488836765901025e-13
37,6,1,1.7255573667772033e-14
37,6,2,1.0
37,6,3,1.0
37,6,4,1.3079521529323443e-13
37,6,5,1.0
37,6,7,1.0
37,6,8,1.0
37,6,9,1.0
37,7,0,1.0476923904290417e-13
37,7,1,1.7255573667772033e-14
37,7,2,1.0
37,7,3,1.0
37,7,4,1.3079521529323443e-13
37,7,5,1.0
37,7,6,1.0
37,7,8,1.0
37,7,9,1.0
37,8,0,1.3501299044404085e-12
37,8,1,1.7255573667772033e-14
37,8,2,1.0
37,8,3,1.0
37,8,4,1.3079521529323443e-13
37,8,5,1.0
37,8,6,1.0
37,8,7,1.0
37,8,9,1.0
37,9,0,1.3501299044404085e-12
37,9,1,1.7255573667772033e-14
37,9,2,1.0
37,9,3,1.0
37,9,4,1.3079521529323443e-13
37,9,5,1.0
37,9,6,1.0
37,9,7,0.27192096995781195
37,9,8,1.0
38,2,0,1.3501299044404084e-13
38,2,1,1.7255573667772035e-15
38,2,3,1.0
38,2,4,1.3079521529323443e-14
38,2,5,1.0
38,2,6,1.0
38,2,7,0.19095511184035177
38,2,8,1.0
38,2,9,1.0
38,3,0,1.3501299044404084e-13
38,3,1,1.7255573667772035e-15
38,3,2,1.0
38,3,4,1.3079521529323443e-14
38,3,5,1.0
38,3,6,1.0
38,3,7,0.22707114233276351
38,3,8,1.0
38,3,9,1.0
38,5,0,9.884804753750558e-15
38,5,1,1.7255573667772035e-15
38,5,2,1.0
38,5,3,1.0
38,5,4,1.3079521529323443e-14
38,5,6,1.0
38,5,7,1.0
38,5,8,1.0
38,5,9,1.0
38,6,0,1.0488836765901026e-14
38,6,1,1.7255573667772035e-15
38,6,2,1.0
38,6,3,1.0
38,6,4,1.3079521529323443e-14
38,6,5,1.0
38,6,7,1.0
38,6,8,1.0
38,6,9,1.0
38,7,0,1.0476923904290417e-14
38,7,1,1.7255573667772035e-15
38,7,2,1.0
38,7,3,1.0
38,7,4,1.3079521529323443e-14
38,7,5,1.0
38,7,6,1.0
38,7,8,1.0
38,7,9,1.0
38,8,0,1.3501299044404084e-13
38,8,1,1.7255573667772035e-15
38,8,2,1.0
38,8,3,1.0
38,8,4,1.3079521529323443e-14
38,8,5,1.0
38,8,6,1.0
38,8,7,1.0
38,8,9,1.0
38,9,0,1.3501299044404084e-13
38,9,1,1.7255573667772035e-15
38,9,2,1.0
38,9,3,1.0
38,9,4,1.3079521529323443e-14
38,9,5,1.0
38,9,6,1.0
38,9,7,0.2889864793852177
38,9,8,1.0
39,2,0,1.3501299044404085e-14
39,2,1,1.7255573667772035e-16
39,2,3,1.0
39,2,4,1.3079521529323444e-15
39,2,5,1.0
39,2,6,1.0
39,2,7,0.20894449635633397
39,2,8,1.0
39,2,9,1.0
39,3,0,1.3501299044404085e-14
39,3,1,1.7255573667772035e-16
39,3,2,1.0
39,3,4,1.3079521529323444e-15
39,3,5,1.0
39,3,6,1.0
39,3,7,0.24465441685905398
39,3,8,1.0
39,3,9,1.0
39,5,0,9.884804753750558e-16
39,5,1,1.7255573667772035e-16
39,5,2,1.0
39,5,3,1.0
39,5,4,1.3079521529323444e-15
39,5,6,1.0
39,5,7,1.0
39,5,8,1.0
39,5,9,1.0
39,6,0,1.0488836765901027e-15
39,6,1,1.7255573667772035e-16
39,6,2,1.0
39,6,3,1.0
39,6,4,1.3079521529323444e-15
39,6,5,1.0
39,6,7,1.0
39,6,8,0.76
39,6,9,1.0
39,7,0,1.0476923904290418e-15
39,7,1,1.7255573667772035e-16
39,7,2,1.0
39,7,3,1.0
39,7,4,1.3079521529323444e-15
39,7,5,1.0
39,7,6,1.0
39,7,8,1.0
39,7,9,1.0
39,8,0,1.3501299044404085e-14
39,8,1,1.7255573667772035e-16
39,8,2,1.0
39,8,3,1.0
39,8,4,1.3079521529323444e-15
39,8,5,1.0
39,8,6,1.0
39,8,7,1.0
39,8,9,1.0
39,9,0,1.3501299044404085e-14
39,9,1,1.7255573667772035e-16
39,9,2,1.0
39,9,3,1.0
39,9,4,1.3079521529323444e-15
39,9,5,1.0
39,9,6,1.0
39,9,7,0.30585080291881706
39,9,8,1.0
40,2,0,1.3501299044404086e-15
40,2,1,1.7255573667772037e-17
40,2,3,1.0
